CPU   THREAD             VAL             ENA             RUN            TIME EVENT
 -1     1615      2284663483     12811528287      2379935224     12814561693 L1-dcache-loads
 -1     1615         1018986     12811534392      2379926614     12814561693 L1-dcache-prefetch-misses
 -1     1615         7107807     12811540571      2379924586     12814561693 L1-dcache-prefetches
 -1     1615         5122118     12811546596      1903929333     12814561693 L1-dcache-store-misses
 -1     1615       958959946     12811552655      1903929852     12814561693 L1-dcache-stores
 -1     1615       133723715     12811558623      1903927484     12814561693 L1-icache-load-misses
 -1     1615      2187244490     12811564601      1903961144     12814561693 L1-icache-loads
 -1     1615          138141     12811570583      1903957444     12814561693 LLC-load-misses
 -1     1615         2153452     12811576621      1903961751     12814561693 LLC-loads
 -1     1615          787056     12811582566      1903970459     12814561693 dTLB-load-misses
 -1     1615      1830961237     12811591374      1903553718     12814561693 dTLB-loads
 -1     1615           67953     12811600252      1899598037     12814561693 dTLB-store-misses
 -1     1615       955118466     12811610232      1895563437     12814561693 dTLB-stores
 -1     1615          262386     12811615891      1889413756     12814561693 iTLB-load-misses
 -1     1615      5729514842     12811620405      1885806687     12814561693 iTLB-loads
 -1     1615       936633410     12811623980      1885750574     12814561693 branch-load-misses
 -1     1615      1326637324     12811627500      1885785861     12814561693 branch-loads
 -1     1615               0     12811631132      1888019454     12814561693 mem-loads
 -1     1615       658832570     12811634765      1888053606     12814561693 stalled-cycles-backend
 -1     1615      1464088428     12811638465      1887912859     12814561693 stalled-cycles-frontend
 -1     1615      1341374913     12912380240      1906498254     12915495553 branches
 -1     1615        17763430     12912400791      1910417484     12915495553 branch-misses
 -1     1615         6352605     12912411150      1914330935     12915495553 cache-references
 -1     1615          845131     12912419274      1918428808     12915495553 cache-misses
 -1     1615      4072118913     12912425470      1919880172     12915495553 cycles
 -1     1615      7292083509     12912431645      2399887389     12915495553 instructions
 -1     1615        26792795     12912437780      2399879845     12915495553 L1-dcache-load-misses
 -1     1615      2305189810     12912443902      2399935222     12915495553 L1-dcache-loads
 -1     1615         1027850     12912450078      2399926958     12915495553 L1-dcache-prefetch-misses
 -1     1615         7165760     12912456216      2399924756     12915495553 L1-dcache-prefetches
 -1     1615         5157962     12912462238      1919929251     12915495553 L1-dcache-store-misses
 -1     1615       967537972     12912481389      1919929468     12915495553 L1-dcache-stores
 -1     1615       134646880     12912488313      1919927398     12915495553 L1-icache-load-misses
 -1     1615      2206830998     12912494586      1919960332     12915495553 L1-icache-loads
 -1     1615          138827     12912500684      1919957243     12915495553 LLC-load-misses
 -1     1615         2175354     12912506789      1919961650     12915495553 LLC-loads
 -1     1615          792141     12912515624      1916490307     12915495553 dTLB-load-misses
 -1     1615      1840028262     12912526250      1912497920     12915495553 dTLB-loads
 -1     1615           68198     12912532113      1908539115     12915495553 dTLB-store-misses
 -1     1615       959966012     12912537646      1904499869     12915495553 dTLB-stores
 -1     1615          263834     12912542297      1901802461     12915495553 iTLB-load-misses
 -1     1615      5780210740     12912545836      1901806444     12915495553 iTLB-loads
 -1     1615       945284114     12912549338      1901749461     12915495553 branch-load-misses
 -1     1615      1338690196     12912552817      1901785803     12915495553 branch-loads
 -1     1615               0     12912556434      1904018620     12915495553 mem-loads
 -1     1615       663930044     12912560019      1904053071     12915495553 stalled-cycles-backend
 -1     1615      1475839316     12912563603      1903980786     12915495553 stalled-cycles-frontend
 -1     1615      1353119109     13013303830      1922498532     13016405434 branches
 -1     1615        17926193     13013324308      1926417034     13016405434 branch-misses
 -1     1615         6403551     13013334677      1930330828     13016405434 cache-references
 -1     1615          846194     13013342741      1934428223     13016405434 cache-misses
 -1     1615      4106057234     13013348933      1935879555     13016405434 cycles
 -1     1615      7354843978     13013355138      2419887225     13016405434 instructions
 -1     1615        27019064     13013361274      2419879590     13016405434 L1-dcache-load-misses
 -1     1615      2325775995     13013367369      2419935848     13016405434 L1-dcache-loads
 -1     1615         1036679     13013373504      2419926541     13016405434 L1-dcache-prefetch-misses
 -1     1615         7221872     13013379656      2419925222     13016405434 L1-dcache-prefetches
 -1     1615         5193687     13013385641      1935929014     13016405434 L1-dcache-store-misses
 -1     1615       976108423     13013391667      1935928214     13016405434 L1-dcache-stores
 -1     1615       135587395     13013397638      1935927466     13016405434 L1-icache-load-misses
 -1     1615      2226439588     13013403620      1935960201     13016405434 L1-icache-loads
 -1     1615          139470     13013412241      1933375148     13016405434 LLC-load-misses
 -1     1615         2187898     13013421414      1929388523     13016405434 LLC-loads
 -1     1615          796211     13013429810      1925406263     13016405434 dTLB-load-misses
 -1     1615      1849179610     13013439239      1921412180     13016405434 dTLB-loads
 -1     1615           68615     13013443810      1920002768     13016405434 dTLB-store-misses
 -1     1615       968331039     13013447551      1919957544     13016405434 dTLB-stores
 -1     1615          266156     13013451126      1917801076     13016405434 iTLB-load-misses
 -1     1615      5830505814     13013454592      1917871679     13016405434 iTLB-loads
 -1     1615       953877659     13013458121      1917749281     13016405434 branch-load-misses
 -1     1615      1350644562     13013461564      1917785168     13016405434 branch-loads
 -1     1615               0     13013465173      1920019141     13016405434 mem-loads
 -1     1615       669414227     13013468758      1919987159     13016405434 stalled-cycles-backend
 -1     1615      1487731706     13013472538      1919980506     13016405434 stalled-cycles-frontend
 -1     1615      1365029547     13114216884      1938499004     13117318442 branches
 -1     1615        18086459     13114237448      1942416427     13117318442 branch-misses
 -1     1615         6458605     13114247847      1946330802     13117318442 cache-references
 -1     1615          847453     13114255938      1950428415     13117318442 cache-misses
 -1     1615      4139994072     13114262130      1951878714     13117318442 cycles
 -1     1615      7417386158     13114268299      2439886497     13117318442 instructions
 -1     1615        27247539     13114274401      2439879699     13117318442 L1-dcache-load-misses
 -1     1615      2346194712     13114280539      2439935190     13117318442 L1-dcache-loads
 -1     1615         1045479     13114286608      2439926396     13117318442 L1-dcache-prefetch-misses
 -1     1615         7279791     13114292743      2439924585     13117318442 L1-dcache-prefetches
 -1     1615         5229813     13114298725      1951928364     13117318442 L1-dcache-store-misses
 -1     1615       984740516     13114304753      1951928274     13117318442 L1-dcache-stores
 -1     1615       136396773     13114313395      1950247029     13117318442 L1-icache-load-misses
 -1     1615      2239091749     13114322566      1946289448     13117318442 L1-icache-loads
 -1     1615          140002     13114330927      1942295461     13117318442 LLC-load-misses
 -1     1615         2200447     13114338969      1938307670     13117318442 LLC-loads
 -1     1615          800724     13114348294      1935971238     13117318442 dTLB-load-misses
 -1     1615      1863977119     13114351944      1935967386     13117318442 dTLB-loads
 -1     1615           69660     13114355587      1936001757     13117318442 dTLB-store-misses
 -1     1615       976974988     13114359230      1935956187     13117318442 dTLB-stores
 -1     1615          269063     13114362848      1933800557     13117318442 iTLB-load-misses
 -1     1615      5881059057     13114366457      1933871196     13117318442 iTLB-loads
 -1     1615       962523632     13114370050      1933748962     13117318442 branch-load-misses
 -1     1615      1362660822     13114373630      1933785700     13117318442 branch-loads
 -1     1615               0     13114377256      1936019211     13117318442 mem-loads
 -1     1615       674839210     13114380828      1935987379     13117318442 stalled-cycles-backend
 -1     1615      1499545250     13114384454      1935980806     13117318442 stalled-cycles-frontend
 -1     1615      1377194346     13215128502      1954498927     13218237771 branches
 -1     1615        18247269     13215149059      1958416329     13218237771 branch-misses
 -1     1615         6509202     13215159542      1962330778     13218237771 cache-references
 -1     1615          848577     13215167576      1966428942     13218237771 cache-misses
 -1     1615      4173932217     13215173744      1967878393     13218237771 cycles
 -1     1615      7480369065     13215179913      2459886679     13218237771 instructions
 -1     1615        27467165     13215185975      2459879421     13218237771 L1-dcache-load-misses
 -1     1615      2366853720     13215192047      2459934626     13218237771 L1-dcache-loads
 -1     1615         1054414     13215198096      2459926159     13218237771 L1-dcache-prefetch-misses
 -1     1615         7338575     13215204198      2459924133     13218237771 L1-dcache-prefetches
 -1     1615         5263934     13215212886      1967148790     13218237771 L1-dcache-store-misses
 -1     1615       990812337     13215221896      1963157736     13218237771 L1-dcache-stores
 -1     1615       136897795     13215230238      1959164774     13218237771 L1-icache-load-misses
 -1     1615      2250067358     13215238343      1955206237     13218237771 L1-icache-loads
 -1     1615          140391     13215259388      1951958616     13218237771 LLC-load-misses
 -1     1615         2218099     13215263456      1951962139     13218237771 LLC-loads
 -1     1615          806733     13215267150      1951970603     13218237771 dTLB-load-misses
 -1     1615      1880410872     13215270772      1951967581     13218237771 dTLB-loads
 -1     1615           70396     13215274317      1952000629     13218237771 dTLB-store-misses
 -1     1615       985690718     13215277977      1951956055     13218237771 dTLB-stores
 -1     1615          271326     13215281541      1949800128     13218237771 iTLB-load-misses
 -1     1615      5931732565     13215285056      1949870288     13218237771 iTLB-loads
 -1     1615       971179602     13215288601      1949749481     13218237771 branch-load-misses
 -1     1615      1374769818     13215292076      1949785371     13218237771 branch-loads
 -1     1615               0     13215295625      1952019433     13218237771 mem-loads
 -1     1615       680281557     13215299129      1951987975     13218237771 stalled-cycles-backend
 -1     1615      1511026862     13215302762      1951979819     13218237771 stalled-cycles-frontend
 -1     1615      1389299462     13316037291      1970498736     13319140412 branches
 -1     1615        18407899     13316057825      1974416149     13319140412 branch-misses
 -1     1615         6552072     13316068248      1978331234     13319140412 cache-references
 -1     1615          849543     13316076305      1982428865     13319140412 cache-misses
 -1     1615      4207874679     13316082527      1983879034     13319140412 cycles
 -1     1615      7543956192     13316088682      2479886470     13319140412 instructions
 -1     1615        27679510     13316094744      2479878750     13319140412 L1-dcache-load-misses
 -1     1615      2387588659     13316100776      2479934235     13319140412 L1-dcache-loads
 -1     1615         1063214     13316106908      2479925700     13319140412 L1-dcache-prefetch-misses
 -1     1615         7339637     13316115804      2476047781     13319140412 L1-dcache-prefetches
 -1     1615         5283998     13316124674      1976062811     13319140412 L1-dcache-store-misses
 -1     1615       995648931     13316132838      1972069449     13319140412 L1-dcache-stores
 -1     1615       137385912     13316140898      1968076690     13319140412 L1-icache-load-misses
 -1     1615      2265785837     13316147777      1967960557     13319140412 L1-icache-loads
 -1     1615          140901     13316153836      1967957400     13319140412 LLC-load-misses
 -1     1615         2237629     13316159834      1967962152     13319140412 LLC-loads
 -1     1615          812523     13316168635      1967969949     13319140412 dTLB-load-misses
 -1     1615      1896950295     13316172238      1967967414     13319140412 dTLB-loads
 -1     1615           70645     13316175883      1968000450     13319140412 dTLB-store-misses
 -1     1615       994332314     13316179518      1967955973     13319140412 dTLB-stores
 -1     1615          273806     13316183022      1965800460     13319140412 iTLB-load-misses
 -1     1615      5981620232     13316186539      1965870002     13319140412 iTLB-loads
 -1     1615       979773140     13316190069      1965749389     13319140412 branch-load-misses
 -1     1615      1386724125     13316193620      1965784795     13319140412 branch-loads
 -1     1615               0     13316197180      1968018920     13319140412 mem-loads
 -1     1615       685473025     13316200772      1967987280     13319140412 stalled-cycles-backend
 -1     1615      1522570664     13316204432      1967980039     13319140412 stalled-cycles-frontend
 -1     1615      1401380195     13416942837      1986498465     13420057164 branches
 -1     1615        18566938     13416963369      1990416342     13420057164 branch-misses
 -1     1615         6598542     13416973795      1994330738     13420057164 cache-references
 -1     1615          850588     13416981818      1998428325     13420057164 cache-misses
 -1     1615      4241813988     13416988081      1999879002     13420057164 cycles
 -1     1615      7607242935     13416994232      2499886521     13420057164 instructions
 -1     1615        27901468     13417000351      2499878611     13420057164 L1-dcache-load-misses
 -1     1615      2405131223     13417009105      2496961799     13420057164 L1-dcache-loads
 -1     1615         1063214     13417018897      2492962592     13420057164 L1-dcache-prefetch-misses
 -1     1615         7401989     13417027184      2488970001     13420057164 L1-dcache-prefetches
 -1     1615         5304197     13417035346      1984983596     13420057164 L1-dcache-store-misses
 -1     1615      1002076541     13417042574      1983927609     13420057164 L1-dcache-stores
 -1     1615       138253924     13417048762      1983927262     13420057164 L1-icache-load-misses
 -1     1615      2285455921     13417054867      1983959332     13420057164 L1-icache-loads
 -1     1615          141538     13417060916      1983956701     13420057164 LLC-load-misses
 -1     1615         2256923     13417066957      1983962037     13420057164 LLC-loads
 -1     1615          818929     13417075446      1983969324     13420057164 dTLB-load-misses
 -1     1615      1913507314     13417079121      1983967280     13420057164 dTLB-loads
 -1     1615           70995     13417082750      1983992311     13420057164 dTLB-store-misses
 -1     1615      1003060498     13417086350      1983946832     13420057164 dTLB-stores
 -1     1615          275922     13417089906      1981792098     13420057164 iTLB-load-misses
 -1     1615      6032299259     13417093465      1981860771     13420057164 iTLB-loads
 -1     1615       988439720     13417096953      1981748374     13420057164 branch-load-misses
 -1     1615      1398739688     13417100510      1981784897     13420057164 branch-loads
 -1     1615               0     13417104094      1984018264     13420057164 mem-loads
 -1     1615       690963014     13417107647      1983987526     13420057164 stalled-cycles-backend
 -1     1615      1534124824     13417111401      1983980443     13420057164 stalled-cycles-frontend
 -1     1615      1413390193     13517857652      2002498846     13520983845 branches
 -1     1615        18726066     13517878157      2006415562     13520983845 branch-misses
 -1     1615         6650080     13517888557      2010330817     13520983845 cache-references
 -1     1615          852101     13517896630      2014428246     13520983845 cache-misses
 -1     1615      4275753785     13517902906      2015879111     13520983845 cycles
 -1     1615      7663453379     13517911796      2517817404     13520983845 instructions
 -1     1615        28058351     13517920982      2513819063     13520983845 L1-dcache-load-misses
 -1     1615      2418500606     13517929557      2509883344     13520983845 L1-dcache-loads
 -1     1615         1072196     13517937969      2505883478     13520983845 L1-dcache-prefetch-misses
 -1     1615         7462167     13517946390      2501889427     13520983845 L1-dcache-prefetches
 -1     1615         5337713     13517953479      1999929248     13520983845 L1-dcache-store-misses
 -1     1615      1010739076     13517959707      1999927013     13520983845 L1-dcache-stores
 -1     1615       139146370     13517965626      1999926004     13520983845 L1-icache-load-misses
 -1     1615      2305224069     13517971674      1999959362     13520983845 L1-icache-loads
 -1     1615          142079     13517977733      1999956836     13520983845 LLC-load-misses
 -1     1615         2274319     13517983691      1999961492     13520983845 LLC-loads
 -1     1615          824518     13518000657      1999970418     13520983845 dTLB-load-misses
 -1     1615      1930066938     13518004670      1999967536     13520983845 dTLB-loads
 -1     1615           71338     13518008424      1999993007     13520983845 dTLB-store-misses
 -1     1615      1011698114     13518012189      1999946572     13520983845 dTLB-stores
 -1     1615          277778     13518015798      1997791175     13520983845 iTLB-load-misses
 -1     1615      6082501361     13518019365      1997859769     13520983845 iTLB-loads
 -1     1615       997026270     13518022927      1997747800     13520983845 branch-load-misses
 -1     1615      1410778563     13518026416      1997784655     13520983845 branch-loads
 -1     1615               0     13518029950      2000018471     13520983845 mem-loads
 -1     1615       696003346     13518033427      1999988003     13520983845 stalled-cycles-backend
 -1     1615      1545627900     13518037004      1999979643     13520983845 stalled-cycles-frontend
 -1     1615      1425477506     13618755780      2018498370     13621903902 branches
 -1     1615        18884653     13618778530      2022416107     13621903902 branch-misses
 -1     1615         6698288     13618788394      2026330729     13621903902 cache-references
 -1     1615          853666     13618798037      2029278256     13621903902 cache-misses
 -1     1615      4298783276     13618807370      2026738885     13621903902 cycles
 -1     1615      7704085376     13618816114      2530755214     13621903902 instructions
 -1     1615        28207229     13618824479      2526755629     13621903902 L1-dcache-load-misses
 -1     1615      2431703135     13618832872      2522819525     13621903902 L1-dcache-loads
 -1     1615         1081519     13618840201      2519925569     13621903902 L1-dcache-prefetch-misses
 -1     1615         7519284     13618846550      2519923559     13621903902 L1-dcache-prefetches
 -1     1615         5373535     13618852709      2015928135     13621903902 L1-dcache-store-misses
 -1     1615      1019388751     13618858794      2015918056     13621903902 L1-dcache-stores
 -1     1615       140054558     13618864876      2015917445     13621903902 L1-icache-load-misses
 -1     1615      2324763445     13618871182      2015950148     13621903902 L1-icache-loads
 -1     1615          143451     13618880075      2015933521     13621903902 LLC-load-misses
 -1     1615         2298907     13618883761      2015946173     13621903902 LLC-loads
 -1     1615          830611     13618887406      2015947536     13621903902 dTLB-load-misses
 -1     1615      1946327130     13618891069      2015944698     13621903902 dTLB-loads
 -1     1615           71777     13618894861      2015984231     13621903902 dTLB-store-misses
 -1     1615      1020282301     13618898552      2015938884     13621903902 dTLB-stores
 -1     1615          279613     13618902176      2013790637     13621903902 iTLB-load-misses
 -1     1615      6132919714     13618905855      2013859480     13621903902 iTLB-loads
 -1     1615      1005580428     13618909428      2013748290     13621903902 branch-load-misses
 -1     1615      1422863234     13618913176      2013784366     13621903902 branch-loads
 -1     1615               0     13618916795      2016018037     13621903902 mem-loads
 -1     1615       701127698     13618920408      2015987369     13621903902 stalled-cycles-backend
 -1     1615      1557151780     13618924096      2015979123     13621903902 stalled-cycles-frontend
 -1     1615      1437491596     13719683649      2034498549     13722834826 branches
 -1     1615        19041946     13719707380      2038176808     13722834826 branch-misses
 -1     1615         6733488     13719720045      2038104340     13722834826 cache-references
 -1     1615          854288     13719728756      2038211223     13722834826 cache-misses
 -1     1615      4317727733     13719737096      2035670188     13722834826 cycles
 -1     1615      7745186295     13719745551      2543685374     13722834826 instructions
 -1     1615        28353810     13719753066      2539878919     13722834826 L1-dcache-load-misses
 -1     1615      2449217933     13719759429      2539934298     13722834826 L1-dcache-loads
 -1     1615         1090719     13719765541      2539923996     13722834826 L1-dcache-prefetch-misses
 -1     1615         7581501     13719771666      2539922922     13722834826 L1-dcache-prefetches
 -1     1615         5410334     13719777634      2031927746     13722834826 L1-dcache-store-misses
 -1     1615      1027984090     13719783616      2031917911     13722834826 L1-dcache-stores
 -1     1615       140932975     13719789577      2031917889     13722834826 L1-icache-load-misses
 -1     1615      2344427409     13719795556      2031949196     13722834826 L1-icache-loads
 -1     1615          143963     13719801501      2031933468     13722834826 LLC-load-misses
 -1     1615         2317945     13719807472      2031945634     13722834826 LLC-loads
 -1     1615          836714     13719813380      2031947370     13722834826 dTLB-load-misses
 -1     1615      1962743536     13719821974      2031944781     13722834826 dTLB-loads
 -1     1615           72017     13719825703      2031983963     13722834826 dTLB-store-misses
 -1     1615      1028934631     13719829280      2031938446     13722834826 dTLB-stores
 -1     1615          283665     13719832799      2029790946     13722834826 iTLB-load-misses
 -1     1615      6183613081     13719836337      2029859373     13722834826 iTLB-loads
 -1     1615      1014178226     13719839876      2029748205     13722834826 branch-load-misses
 -1     1615      1434883579     13719843370      2029784531     13722834826 branch-loads
 -1     1615               0     13719846951      2032016909     13722834826 mem-loads
 -1     1615       706574592     13719850444      2031986972     13722834826 stalled-cycles-backend
 -1     1615      1568784167     13719854053      2031978694     13722834826 stalled-cycles-frontend
 -1     1615      1446878002     13820614517      2047167180     13823773811 branches
 -1     1615        19132932     13820637459      2047108411     13823773811 branch-misses
 -1     1615         6766136     13820649245      2047035359     13823773811 cache-references
 -1     1615          854976     13820657916      2047141048     13823773811 cache-misses
 -1     1615      4343623022     13820665465      2047879440     13823773811 cycles
 -1     1615      7796394670     13820671688      2559886370     13823773811 instructions
 -1     1615        28577722     13820677769      2559878116     13823773811 L1-dcache-load-misses
 -1     1615      2469824179     13820683881      2559933099     13823773811 L1-dcache-loads
 -1     1615         1099876     13820689993      2559923725     13823773811 L1-dcache-prefetch-misses
 -1     1615         7643674     13820696232      2559923612     13823773811 L1-dcache-prefetches
 -1     1615         5447030     13820702301      2047928184     13823773811 L1-dcache-store-misses
 -1     1615      1036537530     13820708356      2047917877     13823773811 L1-dcache-stores
 -1     1615       141844067     13820714344      2047917720     13823773811 L1-icache-load-misses
 -1     1615      2363925319     13820720373      2047948692     13823773811 L1-icache-loads
 -1     1615          144751     13820726388      2047932827     13823773811 LLC-load-misses
 -1     1615         2339025     13820732530      2047945593     13823773811 LLC-loads
 -1     1615          842796     13820738538      2047947269     13823773811 dTLB-load-misses
 -1     1615      1979073558     13820744580      2047944319     13823773811 dTLB-loads
 -1     1615           72628     13820752001      2047984219     13823773811 dTLB-store-misses
 -1     1615      1037541678     13820766330      2047938162     13823773811 dTLB-stores
 -1     1615          285822     13820770525      2045790784     13823773811 iTLB-load-misses
 -1     1615      6233975575     13820774211      2045859455     13823773811 iTLB-loads
 -1     1615      1022715149     13820777737      2045747712     13823773811 branch-load-misses
 -1     1615      1446808181     13820781236      2045784379     13823773811 branch-loads
 -1     1615               0     13820784809      2048016622     13823773811 mem-loads
 -1     1615       711998415     13820788356      2047986595     13823773811 stalled-cycles-backend
 -1     1615      1580623475     13820792085      2047978738     13823773811 stalled-cycles-frontend
 -1     1615      1453659768     13921533854      2056087679     13924682845 branches
 -1     1615        19224416     13921557142      2056028806     13924682845 branch-misses
 -1     1615         6800543     13921567972      2058331552     13924682845 cache-references
 -1     1615          855909     13921574629      2062428728     13924682845 cache-misses
 -1     1615      4377560939     13921580731      2063879085     13924682845 cycles
 -1     1615      7859443867     13921586786      2579885517     13924682845 instructions
 -1     1615        28803825     13921592871      2579878402     13924682845 L1-dcache-load-misses
 -1     1615      2490535108     13921599073      2579932879     13924682845 L1-dcache-loads
 -1     1615         1108548     13921605219      2579923157     13924682845 L1-dcache-prefetch-misses
 -1     1615         7706485     13921611474      2579923601     13924682845 L1-dcache-prefetches
 -1     1615         5483983     13921617493      2063928374     13924682845 L1-dcache-store-misses
 -1     1615      1045076961     13921623544      2063918046     13924682845 L1-dcache-stores
 -1     1615       142757145     13921629432      2063917726     13924682845 L1-icache-load-misses
 -1     1615      2383382101     13921635494      2063948180     13924682845 L1-icache-loads
 -1     1615          145456     13921641556      2063932436     13924682845 LLC-load-misses
 -1     1615         2361243     13921647698      2063945287     13924682845 LLC-loads
 -1     1615          848572     13921653804      2063947139     13924682845 dTLB-load-misses
 -1     1615      1995488577     13921662529      2063944400     13924682845 dTLB-loads
 -1     1615           73214     13921666206      2063983598     13924682845 dTLB-store-misses
 -1     1615      1046153255     13921669838      2063938091     13924682845 dTLB-stores
 -1     1615          288388     13921673413      2061790604     13924682845 iTLB-load-misses
 -1     1615      6284091341     13921676971      2061859350     13924682845 iTLB-loads
 -1     1615      1031284683     13921680524      2061747487     13924682845 branch-load-misses
 -1     1615      1458842549     13921684163      2061784038     13924682845 branch-loads
 -1     1615               0     13921687828      2064016346     13924682845 mem-loads
 -1     1615       716554956     13921693298      2061734964     13924682845 stalled-cycles-backend
 -1     1615      1587674401     13921699249      2057733588     13924682845 stalled-cycles-frontend
 -1     1615      1461489033     14022445178      2066497833     14025599990 branches
 -1     1615        19367271     14022465750      2070416531     14025599990 branch-misses
 -1     1615         6852692     14022476082      2074330452     14025599990 cache-references
 -1     1615          856959     14022484179      2078429130     14025599990 cache-misses
 -1     1615      4411500009     14022490325      2079879166     14025599990 cycles
 -1     1615      7922234155     14022496463      2599885981     14025599990 instructions
 -1     1615        29027285     14022502542      2599878178     14025599990 L1-dcache-load-misses
 -1     1615      2511017922     14022508597      2599933152     14025599990 L1-dcache-loads
 -1     1615         1117166     14022514732      2599922478     14025599990 L1-dcache-prefetch-misses
 -1     1615         7764590     14022520791      2599923866     14025599990 L1-dcache-prefetches
 -1     1615         5520061     14022526726      2079927665     14025599990 L1-dcache-store-misses
 -1     1615      1053692807     14022532717      2079917679     14025599990 L1-dcache-stores
 -1     1615       143657350     14022538562      2079917944     14025599990 L1-icache-load-misses
 -1     1615      2402988810     14022544473      2079947586     14025599990 L1-icache-loads
 -1     1615          146270     14022550482      2079932547     14025599990 LLC-load-misses
 -1     1615         2381135     14022556393      2079945031     14025599990 LLC-loads
 -1     1615          854625     14022562371      2079946416     14025599990 dTLB-load-misses
 -1     1615      2011926239     14022568356      2079944522     14025599990 dTLB-loads
 -1     1615           73751     14022577627      2079983578     14025599990 dTLB-store-misses
 -1     1615      1054839579     14022581314      2079937593     14025599990 dTLB-stores
 -1     1615          290564     14022584830      2077791126     14025599990 iTLB-load-misses
 -1     1615      6334696537     14022588315      2077858955     14025599990 iTLB-loads
 -1     1615      1039886494     14022591861      2077747229     14025599990 branch-load-misses
 -1     1615      1469753254     14022597814      2076438461     14025599990 branch-loads
 -1     1615               0     14022604161      2074676524     14025599990 mem-loads
 -1     1615       719498527     14022609836      2070653354     14025599990 stalled-cycles-backend
 -1     1615      1594184158     14022615486      2066650301     14025599990 stalled-cycles-frontend
 -1     1615      1473418244     14123365837      2082497239     14126530569 branches
 -1     1615        19528038     14123386382      2086415653     14126530569 branch-misses
 -1     1615         6901294     14123396731      2090330610     14126530569 cache-references
 -1     1615          857817     14123404825      2094428359     14126530569 cache-misses
 -1     1615      4445440877     14123410970      2095879155     14126530569 cycles
 -1     1615      7985501437     14123417149      2619886026     14126530569 instructions
 -1     1615        29243881     14123423408      2619878092     14126530569 L1-dcache-load-misses
 -1     1615      2531717453     14123429477      2619932462     14126530569 L1-dcache-loads
 -1     1615         1125997     14123435558      2619923040     14126530569 L1-dcache-prefetch-misses
 -1     1615         7822663     14123441627      2619923632     14126530569 L1-dcache-prefetches
 -1     1615         5556836     14123447568      2095928037     14126530569 L1-dcache-store-misses
 -1     1615      1062358120     14123453570      2095917365     14126530569 L1-dcache-stores
 -1     1615       144541263     14123459465      2095917440     14126530569 L1-icache-load-misses
 -1     1615      2422719238     14123465440      2095947739     14126530569 L1-icache-loads
 -1     1615          147091     14123471391      2095932060     14126530569 LLC-load-misses
 -1     1615         2402560     14123477343      2095945443     14126530569 LLC-loads
 -1     1615          860715     14123483328      2095945946     14126530569 dTLB-load-misses
 -1     1615      2028218822     14123489366      2095944195     14126530569 dTLB-loads
 -1     1615           74062     14123497474      2095983358     14126530569 dTLB-store-misses
 -1     1615      1063405625     14123501132      2095937723     14126530569 dTLB-stores
 -1     1615          292302     14123504763      2093790857     14126530569 iTLB-load-misses
 -1     1615      6383525963     14123510619      2093426673     14126530569 iTLB-loads
 -1     1615      1046117312     14123525573      2089330313     14126530569 branch-load-misses
 -1     1615      1476448308     14123531705      2085373254     14126530569 branch-loads
 -1     1615               0     14123537399      2083611396     14126530569 mem-loads
 -1     1615       722541365     14123541991      2079986834     14126530569 stalled-cycles-backend
 -1     1615      1604016435     14123545855      2079978421     14126530569 stalled-cycles-frontend
 -1     1615      1485601268     14224292726      2098497402     14227452222 branches
 -1     1615        19684899     14224313324      2102415042     14227452222 branch-misses
 -1     1615         6953697     14224323740      2106331136     14227452222 cache-references
 -1     1615          859283     14224331864      2110428637     14227452222 cache-misses
 -1     1615      4479378920     14224338063      2111879018     14227452222 cycles
 -1     1615      8047998827     14224344285      2639885317     14227452222 instructions
 -1     1615        29474777     14224350507      2639878216     14227452222 L1-dcache-load-misses
 -1     1615      2552133581     14224356639      2639931214     14227452222 L1-dcache-loads
 -1     1615         1134358     14224362821      2639922399     14227452222 L1-dcache-prefetch-misses
 -1     1615         7881855     14224368963      2639923263     14227452222 L1-dcache-prefetches
 -1     1615         5592730     14224374955      2111928047     14227452222 L1-dcache-store-misses
 -1     1615      1071041045     14224380916      2111917847     14227452222 L1-dcache-stores
 -1     1615       145432933     14224386795      2111917716     14227452222 L1-icache-load-misses
 -1     1615      2442408440     14224392756      2111947952     14227452222 L1-icache-loads
 -1     1615          147563     14224398668      2111931535     14227452222 LLC-load-misses
 -1     1615         2422205     14224404572      2111945181     14227452222 LLC-loads
 -1     1615          867201     14224410497      2111946093     14227452222 dTLB-load-misses
 -1     1615      2044647721     14224416563      2111943355     14227452222 dTLB-loads
 -1     1615           74638     14224422654      2111983798     14227452222 dTLB-store-misses
 -1     1615      1071944290     14224430724      2111937776     14227452222 dTLB-stores
 -1     1615          293905     14224436636      2106285690     14227452222 iTLB-load-misses
 -1     1615      6411106779     14224443068      2102360866     14227452222 iTLB-loads
 -1     1615      1050909839     14224448790      2098254250     14227452222 branch-load-misses
 -1     1615      1483188601     14224454390      2094296569     14227452222 branch-loads
 -1     1615               0     14224459093      2096016653     14227452222 mem-loads
 -1     1615       727888127     14224462786      2095985879     14227452222 stalled-cycles-backend
 -1     1615      1615367544     14224466442      2095977350     14227452222 stalled-cycles-frontend
 -1     1615      1497590340     14325213855      2114498272     14328368605 branches
 -1     1615        19846517     14325234407      2118414730     14328368605 branch-misses
 -1     1615         7000806     14325244726      2122331300     14328368605 cache-references
 -1     1615          860221     14325252820      2126429504     14328368605 cache-misses
